year,mediation ID,negotiation ID,conflict locale,conflict sub-locale,locale Gleditsch ID,third_party,third-party Gleditsch ID,location of neogitations,negotiation location Gleditsch ID,negotiation type,leading actor,leading actor 2,leading actor 3,good offices,mediation,hosting talks,negotiating and drafting,manipulating,humanitarian,witness/party to agreement,other,agreement,peace agreement,ceasfire agreement,agreement name,notes_1,source_1,note_2,source_2,note_3,source_3,note_4,source_4,note_5,source_5,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
1997,16,,Sudan,,SUD,Eritrea,ERI,Kenya,KEN,R,South Africa,Kenya,,0,1,0,0,0,0,0,0,0,0,0,,"South African President Nelson Mandela held separate discussions with the conflict parties and succeeded in initiating direct talks, which began on 28 August 1997 in Nairobi under the aegis of IGAD. These talks were chaired by Kenyan Foreign Minister Kalonzo Musyoka, but representatives of Eritrea, Ethiopia, and Uganda were all participating in the mediation process. ",APP,,,,,,,,,,,,,,,,,
1997,16,,Sudan,,SUD,Ethiopia,ETH,Kenya,KEN,R,South Africa,Kenya,,0,1,0,0,0,0,0,0,0,0,0,,"South African President Nelson Mandela held separate discussions with the conflict parties and succeeded in initiating direct talks, which began on 28 August 1997 in Nairobi under the aegis of IGAD. These talks were chaired by Kenyan Foreign Minister Kalonzo Musyoka, but representatives of Eritrea, Ethiopia, and Uganda were all participating in the mediation process. ",APP,,,,,,,,,,,,,,,,,
1997,16,,Sudan,,SUD,Uganda,UGA,Kenya,KEN,R,South Africa,Kenya,,0,1,0,0,0,0,0,0,0,0,0,,"South African President Nelson Mandela held separate discussions with the conflict parties and succeeded in initiating direct talks, which began on 28 August 1997 in Nairobi under the aegis of IGAD. These talks were chaired by Kenyan Foreign Minister Kalonzo Musyoka, but representatives of Eritrea, Ethiopia, and Uganda were all participating in the mediation process. ",APP,,,,,,,,,,,,,,,,,
1997,17,,Sudan,,SUD,IGAD,,Kenya,KEN,R,Kenya,,,1,1,1,0,0,0,0,0,0,0,0,,"At this IGAD summit in Nairobi in July 1997, Kenyan President Moi succeeded in convincing President al-Bashir to finally accept the DoP and resume direct negotiations with the SPLM/A in October 1997.  While the IGAD mediators tried to push the conflict parties to discuss how the DoP could be transformed in a sustained negations process, the negotiations that were held in October 1997 remained deadlocked on the issue of secularism, but also on the modalities of a referendum and the length of the transition period. When talks broke down again, the IGAD mediators issue a communique on 11 November 1997, which stated that the IGAD mediators would shuttle between the adversaries, but that direct negotiations would be adjourned until April 1998",APP,,,,,,,,,,,,,,,,,
1997,17,,Sudan,,SUD,Kenya,KEN,Kenya,KEN,R,Kenya,,,1,1,1,0,0,0,0,0,0,0,0,,"At this IGAD summit in Nairobi in July 1997, Kenyan President Moi succeeded in convincing President al-Bashir to finally accept the DoP and resume direct negotiations with the SPLM/A in October 1997.  While the IGAD mediators tried to push the conflict parties to discuss how the DoP could be transformed in a sustained negations process, the negotiations that were held in October 1997 remained deadlocked on the issue of secularism, but also on the modalities of a referendum and the length of the transition period. When talks broke down again, the IGAD mediators issue a communique on 11 November 1997, which stated that the IGAD mediators would shuttle between the adversaries, but that direct negotiations would be adjourned until April 1998",APP,,,,,,,,,,,,,,,,,
1997,17,,Sudan,,SUD,Ethiopia,ETH,Kenya,KEN,R,Kenya,,,1,1,0,0,0,0,0,0,0,0,0,,"At this IGAD summit in Nairobi in July 1997, Kenyan President Moi succeeded in convincing President al-Bashir to finally accept the DoP and resume direct negotiations with the SPLM/A in October 1997.  While the IGAD mediators tried to push the conflict parties to discuss how the DoP could be transformed in a sustained negations process, the negotiations that were held in October 1997 remained deadlocked on the issue of secularism, but also on the modalities of a referendum and the length of the transition period. When talks broke down again, the IGAD mediators issue a communique on 11 November 1997, which stated that the IGAD mediators would shuttle between the adversaries, but that direct negotiations would be adjourned until April 1998",APP,,,,,,,,,,,,,,,,,
1997,17,,Sudan,,SUD,Eritrea,ERI,Kenya,KEN,R,Kenya,,,1,1,0,0,0,0,0,0,0,0,0,,"At this IGAD summit in Nairobi in July 1997, Kenyan President Moi succeeded in convincing President al-Bashir to finally accept the DoP and resume direct negotiations with the SPLM/A in October 1997.  While the IGAD mediators tried to push the conflict parties to discuss how the DoP could be transformed in a sustained negations process, the negotiations that were held in October 1997 remained deadlocked on the issue of secularism, but also on the modalities of a referendum and the length of the transition period. When talks broke down again, the IGAD mediators issue a communique on 11 November 1997, which stated that the IGAD mediators would shuttle between the adversaries, but that direct negotiations would be adjourned until April 1998",APP,,,,,,,,,,,,,,,,,
1997,17,,Sudan,,SUD,Uganda,UGA,Kenya,KEN,R,Kenya,,,1,1,0,0,0,0,0,0,0,0,0,,"At this IGAD summit in Nairobi in July 1997, Kenyan President Moi succeeded in convincing President al-Bashir to finally accept the DoP and resume direct negotiations with the SPLM/A in October 1997.  While the IGAD mediators tried to push the conflict parties to discuss how the DoP could be transformed in a sustained negations process, the negotiations that were held in October 1997 remained deadlocked on the issue of secularism, but also on the modalities of a referendum and the length of the transition period. When talks broke down again, the IGAD mediators issue a communique on 11 November 1997, which stated that the IGAD mediators would shuttle between the adversaries, but that direct negotiations would be adjourned until April 1998",APP,,,,,,,,,,,,,,,,,
1998,18,,Sudan,,SUD,IGAD,,Kenya,KEN,R,IGAD,,,0,1,1,0,0,0,0,0,0,0,0,,"The conflict parties resumed peace talks in Nairobi on 4 May 1998, under the auspices of IGAD. Not wanting to appear as an obstructionist, the Sudanese government accepted self-determination for the south on the basis of a referendum during this round of talks. ",APP,,,,,,,,,,,,,,,,,
1998,18,,Sudan,,SUD,Kenya,KEN,Kenya,KEN,R,IGAD,,,0,1,1,0,0,0,0,0,0,0,0,,"The conflict parties resumed peace talks in Nairobi on 4 May 1998, under the auspices of IGAD. Not wanting to appear as an obstructionist, the Sudanese government accepted self-determination for the south on the basis of a referendum during this round of talks. ",APP,,,,,,,,,,,,,,,,,
1998,18,,Sudan,,SUD,Ethiopia,ETH,Kenya,KEN,R,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,"The conflict parties resumed peace talks in Nairobi on 4 May 1998, under the auspices of IGAD. Not wanting to appear as an obstructionist, the Sudanese government accepted self-determination for the south on the basis of a referendum during this round of talks. ",APP,,,,,,,,,,,,,,,,,
1998,18,,Sudan,,SUD,Eritrea,ERI,Kenya,KEN,R,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,"The conflict parties resumed peace talks in Nairobi on 4 May 1998, under the auspices of IGAD. Not wanting to appear as an obstructionist, the Sudanese government accepted self-determination for the south on the basis of a referendum during this round of talks. ",APP,,,,,,,,,,,,,,,,,
1998,18,,Sudan,,SUD,Uganda,UGA,Kenya,KEN,R,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,"The conflict parties resumed peace talks in Nairobi on 4 May 1998, under the auspices of IGAD. Not wanting to appear as an obstructionist, the Sudanese government accepted self-determination for the south on the basis of a referendum during this round of talks. ",APP,,,,,,,,,,,,,,,,,
1998,19,,Sudan,,SUD,IGAD,,Ethiopia,ETH,R,IGAD,,,0,1,1,0,0,0,0,0,0,0,0,,Another round of IGAD-sponsored peace talks was held in Addis Ababa between 6 and 8 August. This round of talks was also attended by Secretary-General of the Organization of African Unity Salim Ahmed Salim. ,APP,,,,,,,,,,,,,,,,,
1998,19,,Sudan,,SUD,Kenya,KEN,Ethiopia,ETH,R,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,Another round of IGAD-sponsored peace talks was held in Addis Ababa between 6 and 8 August. This round of talks was also attended by Secretary-General of the Organization of African Unity Salim Ahmed Salim. ,APP,,,,,,,,,,,,,,,,,
1998,19,,Sudan,,SUD,Ethiopia,ETH,Ethiopia,ETH,R,IGAD,,,0,1,1,0,0,0,0,0,0,0,0,,Another round of IGAD-sponsored peace talks was held in Addis Ababa between 6 and 8 August. This round of talks was also attended by Secretary-General of the Organization of African Unity Salim Ahmed Salim. ,APP,,,,,,,,,,,,,,,,,
1998,19,,Sudan,,SUD,Eritrea,ERI,Ethiopia,ETH,R,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,Another round of IGAD-sponsored peace talks was held in Addis Ababa between 6 and 8 August. This round of talks was also attended by Secretary-General of the Organization of African Unity Salim Ahmed Salim. ,APP,,,,,,,,,,,,,,,,,
1998,19,,Sudan,,SUD,Uganda,UGA,Ethiopia,ETH,R,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,Another round of IGAD-sponsored peace talks was held in Addis Ababa between 6 and 8 August. This round of talks was also attended by Secretary-General of the Organization of African Unity Salim Ahmed Salim. ,APP,,,,,,,,,,,,,,,,,
1999,20,,Sudan,,SUD,IGAD,,Kenya,KEN,R,Kenya,,,0,1,1,0,0,0,0,0,0,0,0,,"Up until 1999, the Kenyan minister of Foreign Affairs had acted as the chief mediator of the peace talks, but it was decided in mid-1999 that a mediator needed to be appointed that could lead sustained negotiations. To this end, Daniel Mboya, the former Kenyan Ambassador to Sudan, was appointed. IGAD-sponsored peace talks were resumed in Nairobi on 20 July 1999. The parties agreed on procedural issues for further talks, but they failed to make any progress on substantial issues pertaining to a comprehensive ceasefire, self-determination for the south, defining a border, and the relation between religion and state.",APP,,,,,,,,,,,,,,,,,
1999,20,,Sudan,,SUD,Kenya,KEN,Kenya,KEN,R,Kenya,,,0,1,1,0,0,0,0,0,0,0,0,,"Up until 1999, the Kenyan minister of Foreign Affairs had acted as the chief mediator of the peace talks, but it was decided in mid-1999 that a mediator needed to be appointed that could lead sustained negotiations. To this end, Daniel Mboya, the former Kenyan Ambassador to Sudan, was appointed. IGAD-sponsored peace talks were resumed in Nairobi on 20 July 1999. The parties agreed on procedural issues for further talks, but they failed to make any progress on substantial issues pertaining to a comprehensive ceasefire, self-determination for the south, defining a border, and the relation between religion and state.",APP,,,,,,,,,,,,,,,,,
1999,20,,Sudan,,SUD,Ethiopia,ETH,Kenya,KEN,R,Kenya,,,0,1,0,0,0,0,0,0,0,0,0,,"Up until 1999, the Kenyan minister of Foreign Affairs had acted as the chief mediator of the peace talks, but it was decided in mid-1999 that a mediator needed to be appointed that could lead sustained negotiations. To this end, Daniel Mboya, the former Kenyan Ambassador to Sudan, was appointed. IGAD-sponsored peace talks were resumed in Nairobi on 20 July 1999. The parties agreed on procedural issues for further talks, but they failed to make any progress on substantial issues pertaining to a comprehensive ceasefire, self-determination for the south, defining a border, and the relation between religion and state.",APP,,,,,,,,,,,,,,,,,
1999,20,,Sudan,,SUD,Eritrea,ERI,Kenya,KEN,R,Kenya,,,0,1,0,0,0,0,0,0,0,0,0,,"Up until 1999, the Kenyan minister of Foreign Affairs had acted as the chief mediator of the peace talks, but it was decided in mid-1999 that a mediator needed to be appointed that could lead sustained negotiations. To this end, Daniel Mboya, the former Kenyan Ambassador to Sudan, was appointed. IGAD-sponsored peace talks were resumed in Nairobi on 20 July 1999. The parties agreed on procedural issues for further talks, but they failed to make any progress on substantial issues pertaining to a comprehensive ceasefire, self-determination for the south, defining a border, and the relation between religion and state.",APP,,,,,,,,,,,,,,,,,
1999,20,,Sudan,,SUD,Uganda,UGA,Kenya,KEN,R,Kenya,,,0,1,0,0,0,0,0,0,0,0,0,,"Up until 1999, the Kenyan minister of Foreign Affairs had acted as the chief mediator of the peace talks, but it was decided in mid-1999 that a mediator needed to be appointed that could lead sustained negotiations. To this end, Daniel Mboya, the former Kenyan Ambassador to Sudan, was appointed. IGAD-sponsored peace talks were resumed in Nairobi on 20 July 1999. The parties agreed on procedural issues for further talks, but they failed to make any progress on substantial issues pertaining to a comprehensive ceasefire, self-determination for the south, defining a border, and the relation between religion and state.",APP,,,,,,,,,,,,,,,,,
1999,21,,Sudan,,SUD,Abel Alier,,,,N,Abel Alier,,,0,1,0,1,0,0,0,0,0,0,0,,"Former vice-president of Sudan Abel Alier separately consulted Garang and Bashir, after which he proposed a confederal solution to the conflict. This was rejected by the Government of Sudan.",APP,,,,,,,,,,,,,,,,,
2000,22,,Sudan,,SUD,IGAD,,,,R,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,"A round of negotiations mediated by IGAD took place in January 2000. After this round of negotiations, the parties issued a joint communiqué in which they reiterated their commitment to a peaceful solution and said they agreed on self-determination for the people of southern Sudan. ",APP,,,,,,,,,,,,,,,,,
2000,22,,Sudan,,SUD,Kenya,KEN,,,R,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,"A round of negotiations mediated by IGAD took place in January 2000. After this round of negotiations, the parties issued a joint communiqué in which they reiterated their commitment to a peaceful solution and said they agreed on self-determination for the people of southern Sudan. ",APP,,,,,,,,,,,,,,,,,
2000,22,,Sudan,,SUD,Ethiopia,ETH,,,R,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,"A round of negotiations mediated by IGAD took place in January 2000. After this round of negotiations, the parties issued a joint communiqué in which they reiterated their commitment to a peaceful solution and said they agreed on self-determination for the people of southern Sudan. ",APP,,,,,,,,,,,,,,,,,
2000,22,,Sudan,,SUD,Eritrea,ERI,,,R,IGAD,,,0,1,0,0,0,0,0,0,0,0,0,,"A round of negotiations mediated by IGAD took place in January 2000. After this round of negotiations, the parties issued a joint communiqué in which they reiterated their commitment to a peaceful solution and said they agreed on self-determination for the people of southern Sudan. ",APP,,,,,,,,,,,,,,,,,
